id,airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,dep_icao,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,dep_estimated_ts,dep_actual_ts,departure,arrivals,arr_estimated,arr_estimated_ts,arr_estimated_utc,arr_actual,arr_actual_ts,arr_actual_utc
196,AA,AAL,AA8643,AAL8643,8643,MAD,LEMD,4,J58,2022-11-08 19:40,2022-11-08 18:40,2022-11-08 19:43,2022-11-08 18:43,2022-11-08 19:43,2022-11-08 18:43,LIS,LPPT,1,,,2022-11-08 20:05,2022-11-08 20:05,IB,3106.0,IB3106,landed,85,,3.0,,,1667937900,1667932800,1667932980.0,1667932980.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,2022-11-08 19:54,1667937240.0,2022-11-08 19:54,2022-11-08 19:54,1667937240.0,2022-11-08 19:54
197,IB,IBE,IB3106,IBE3106,3106,MAD,LEMD,4,J58,2022-11-08 19:40,2022-11-08 18:40,2022-11-08 19:43,2022-11-08 18:43,2022-11-08 19:43,2022-11-08 18:43,LIS,LPPT,1,,,2022-11-08 20:05,2022-11-08 20:05,,,,landed,85,,3.0,,,1667937900,1667932800,1667932980.0,1667932980.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,2022-11-08 19:54,1667937240.0,2022-11-08 19:54,2022-11-08 19:54,1667937240.0,2022-11-08 19:54
198,JL,JAL,JL6957,JAL6957,6957,MAD,LEMD,4,J58,2022-11-08 19:40,2022-11-08 18:40,2022-11-08 19:43,2022-11-08 18:43,2022-11-08 19:43,2022-11-08 18:43,LIS,LPPT,1,,,2022-11-08 20:05,2022-11-08 20:05,IB,3106.0,IB3106,landed,85,,3.0,,,1667937900,1667932800,1667932980.0,1667932980.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,2022-11-08 19:54,1667937240.0,2022-11-08 19:54,2022-11-08 19:54,1667937240.0,2022-11-08 19:54
199,LA,LAN,LA7149,LAN7149,7149,MAD,LEMD,4,J58,2022-11-08 19:40,2022-11-08 18:40,2022-11-08 19:43,2022-11-08 18:43,2022-11-08 19:43,2022-11-08 18:43,LIS,LPPT,1,,,2022-11-08 20:05,2022-11-08 20:05,IB,3106.0,IB3106,landed,85,,3.0,,,1667937900,1667932800,1667932980.0,1667932980.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,2022-11-08 19:54,1667937240.0,2022-11-08 19:54,2022-11-08 19:54,1667937240.0,2022-11-08 19:54
200,QR,QTR,QR6975,QTR6975,6975,MAD,LEMD,4,J58,2022-11-08 19:40,2022-11-08 18:40,2022-11-08 19:43,2022-11-08 18:43,2022-11-08 19:43,2022-11-08 18:43,LIS,LPPT,1,,,2022-11-08 20:05,2022-11-08 20:05,IB,3106.0,IB3106,landed,85,,3.0,,,1667937900,1667932800,1667932980.0,1667932980.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,2022-11-08 19:54,1667937240.0,2022-11-08 19:54,2022-11-08 19:54,1667937240.0,2022-11-08 19:54
201,VY,VLG,VY5067,VLG5067,5067,MAD,LEMD,4,J58,2022-11-08 19:40,2022-11-08 18:40,2022-11-08 19:43,2022-11-08 18:43,2022-11-08 19:43,2022-11-08 18:43,LIS,LPPT,1,,,2022-11-08 20:05,2022-11-08 20:05,IB,3106.0,IB3106,landed,85,,3.0,,,1667937900,1667932800,1667932980.0,1667932980.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,2022-11-08 19:54,1667937240.0,2022-11-08 19:54,2022-11-08 19:54,1667937240.0,2022-11-08 19:54
202,A3,AEE,A31779,AEE1779,1779,FRA,EDDF,1,A15,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:38,2022-11-08 17:38,2022-11-08 18:38,2022-11-08 17:38,LIS,LPPT,1,,,2022-11-08 19:55,2022-11-08 19:55,TP,579.0,TP579,landed,190,,53.0,,,1667937300,1667925900,1667929080.0,1667929080.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,,,,,,
203,AD,AZU,AD7204,AZU7204,7204,FRA,EDDF,1,A15,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:38,2022-11-08 17:38,2022-11-08 18:38,2022-11-08 17:38,LIS,LPPT,1,,,2022-11-08 19:55,2022-11-08 19:55,TP,579.0,TP579,landed,190,,53.0,,,1667937300,1667925900,1667929080.0,1667929080.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,,,,,,
204,CA,CCA,CA7047,CCA7047,7047,FRA,EDDF,1,A15,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:38,2022-11-08 17:38,2022-11-08 18:38,2022-11-08 17:38,LIS,LPPT,1,,,2022-11-08 19:55,2022-11-08 19:55,TP,579.0,TP579,landed,190,,53.0,,,1667937300,1667925900,1667929080.0,1667929080.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,,,,,,
205,LH,DLH,LH6956,DLH6956,6956,FRA,EDDF,1,A15,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:38,2022-11-08 17:38,2022-11-08 18:38,2022-11-08 17:38,LIS,LPPT,1,,,2022-11-08 19:55,2022-11-08 19:55,TP,579.0,TP579,landed,190,,53.0,,,1667937300,1667925900,1667929080.0,1667929080.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,,,,,,
206,LY,ELY,LY9045,ELY9045,9045,FRA,EDDF,1,A15,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:38,2022-11-08 17:38,2022-11-08 18:38,2022-11-08 17:38,LIS,LPPT,1,,,2022-11-08 19:55,2022-11-08 19:55,TP,579.0,TP579,landed,190,,53.0,,,1667937300,1667925900,1667929080.0,1667929080.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,,,,,,
207,MS,MSR,MS9433,MSR9433,9433,FRA,EDDF,1,A15,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:38,2022-11-08 17:38,2022-11-08 18:38,2022-11-08 17:38,LIS,LPPT,1,,,2022-11-08 19:55,2022-11-08 19:55,TP,579.0,TP579,landed,190,,53.0,,,1667937300,1667925900,1667929080.0,1667929080.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,,,,,,
208,NH,ANA,NH6735,ANA6735,6735,FRA,EDDF,1,A15,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:38,2022-11-08 17:38,2022-11-08 18:38,2022-11-08 17:38,LIS,LPPT,1,,,2022-11-08 19:55,2022-11-08 19:55,TP,579.0,TP579,landed,190,,53.0,,,1667937300,1667925900,1667929080.0,1667929080.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,,,,,,
209,OU,CTN,OU5718,CTN5718,5718,FRA,EDDF,1,A15,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:38,2022-11-08 17:38,2022-11-08 18:38,2022-11-08 17:38,LIS,LPPT,1,,,2022-11-08 19:55,2022-11-08 19:55,TP,579.0,TP579,landed,190,,53.0,,,1667937300,1667925900,1667929080.0,1667929080.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,,,,,,
210,S4,RZO,S48003,RZO8003,8003,FRA,EDDF,1,A15,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:38,2022-11-08 17:38,2022-11-08 18:38,2022-11-08 17:38,LIS,LPPT,1,,,2022-11-08 19:55,2022-11-08 19:55,TP,579.0,TP579,landed,190,,53.0,,,1667937300,1667925900,1667929080.0,1667929080.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,,,,,,
211,TG,THA,TG7305,THA7305,7305,FRA,EDDF,1,A15,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:38,2022-11-08 17:38,2022-11-08 18:38,2022-11-08 17:38,LIS,LPPT,1,,,2022-11-08 19:55,2022-11-08 19:55,TP,579.0,TP579,landed,190,,53.0,,,1667937300,1667925900,1667929080.0,1667929080.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,,,,,,
212,TP,TAP,TP579,TAP579,579,FRA,EDDF,1,A15,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:38,2022-11-08 17:38,2022-11-08 18:38,2022-11-08 17:38,LIS,LPPT,1,,,2022-11-08 19:55,2022-11-08 19:55,,,,landed,190,,53.0,,,1667937300,1667925900,1667929080.0,1667929080.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,,,,,,
213,A3,AEE,A31791,AEE1791,1791,MUC,EDDM,2,G26,2022-11-08 17:30,2022-11-08 16:30,2022-11-08 17:39,2022-11-08 16:39,2022-11-08 17:39,2022-11-08 16:39,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,553.0,NI553,landed,195,17.0,9.0,17.0,,1667936700,1667925000,1667925540.0,1667925540.0,Munich International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:02,1667937720.0,2022-11-08 20:02,2022-11-08 20:02,1667937720.0,2022-11-08 20:02
214,AD,AZU,AD7328,AZU7328,7328,MUC,EDDM,2,G26,2022-11-08 17:30,2022-11-08 16:30,2022-11-08 17:39,2022-11-08 16:39,2022-11-08 17:39,2022-11-08 16:39,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,553.0,NI553,landed,195,17.0,9.0,17.0,,1667936700,1667925000,1667925540.0,1667925540.0,Munich International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:02,1667937720.0,2022-11-08 20:02,2022-11-08 20:02,1667937720.0,2022-11-08 20:02
215,LH,DLH,LH6984,DLH6984,6984,MUC,EDDM,2,G26,2022-11-08 17:30,2022-11-08 16:30,2022-11-08 17:39,2022-11-08 16:39,2022-11-08 17:39,2022-11-08 16:39,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,553.0,NI553,landed,195,17.0,9.0,17.0,,1667936700,1667925000,1667925540.0,1667925540.0,Munich International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:02,1667937720.0,2022-11-08 20:02,2022-11-08 20:02,1667937720.0,2022-11-08 20:02
216,MS,MSR,MS9435,MSR9435,9435,MUC,EDDM,2,G26,2022-11-08 17:30,2022-11-08 16:30,2022-11-08 17:39,2022-11-08 16:39,2022-11-08 17:39,2022-11-08 16:39,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,553.0,NI553,landed,195,17.0,9.0,17.0,,1667936700,1667925000,1667925540.0,1667925540.0,Munich International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:02,1667937720.0,2022-11-08 20:02,2022-11-08 20:02,1667937720.0,2022-11-08 20:02
217,NI,PGA,NI553,PGA553,553,MUC,EDDM,2,G26,2022-11-08 17:30,2022-11-08 16:30,2022-11-08 17:39,2022-11-08 16:39,2022-11-08 17:39,2022-11-08 16:39,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,,,,landed,195,17.0,9.0,17.0,,1667936700,1667925000,1667925540.0,1667925540.0,Munich International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:02,1667937720.0,2022-11-08 20:02,2022-11-08 20:02,1667937720.0,2022-11-08 20:02
218,S4,RZO,S48773,RZO8773,8773,MUC,EDDM,2,G26,2022-11-08 17:30,2022-11-08 16:30,2022-11-08 17:39,2022-11-08 16:39,2022-11-08 17:39,2022-11-08 16:39,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,553.0,NI553,landed,195,17.0,9.0,17.0,,1667936700,1667925000,1667925540.0,1667925540.0,Munich International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:02,1667937720.0,2022-11-08 20:02,2022-11-08 20:02,1667937720.0,2022-11-08 20:02
219,TP,TAP,TP553,TAP553,553,MUC,EDDM,2,G26,2022-11-08 17:30,2022-11-08 16:30,2022-11-08 17:39,2022-11-08 16:39,2022-11-08 17:39,2022-11-08 16:39,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,553.0,NI553,landed,195,17.0,9.0,17.0,,1667936700,1667925000,1667925540.0,1667925540.0,Munich International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:02,1667937720.0,2022-11-08 20:02,2022-11-08 20:02,1667937720.0,2022-11-08 20:02
220,A3,AEE,A31709,AEE1709,1709,MRS,LFML,1A,,2022-11-08 18:15,2022-11-08 17:15,2022-11-08 18:53,2022-11-08 17:53,2022-11-08 18:53,2022-11-08 17:53,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,NI,401.0,NI401,landed,140,29.0,,29.0,,1667936100,1667927700,1667929980.0,1667929980.0,Marseille Provence Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:04,1667937840.0,2022-11-08 20:04,2022-11-08 20:04,1667937840.0,2022-11-08 20:04
221,NI,PGA,NI401,PGA401,401,MRS,LFML,1A,,2022-11-08 18:15,2022-11-08 17:15,2022-11-08 18:53,2022-11-08 17:53,2022-11-08 18:53,2022-11-08 17:53,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,,,,landed,140,29.0,,29.0,,1667936100,1667927700,1667929980.0,1667929980.0,Marseille Provence Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:04,1667937840.0,2022-11-08 20:04,2022-11-08 20:04,1667937840.0,2022-11-08 20:04
222,S4,RZO,S48310,RZO8310,8310,MRS,LFML,1A,,2022-11-08 18:15,2022-11-08 17:15,2022-11-08 18:53,2022-11-08 17:53,2022-11-08 18:53,2022-11-08 17:53,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,NI,401.0,NI401,landed,140,29.0,,29.0,,1667936100,1667927700,1667929980.0,1667929980.0,Marseille Provence Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:04,1667937840.0,2022-11-08 20:04,2022-11-08 20:04,1667937840.0,2022-11-08 20:04
223,TP,TAP,TP401,TAP401,401,MRS,LFML,1A,,2022-11-08 18:15,2022-11-08 17:15,2022-11-08 18:53,2022-11-08 17:53,2022-11-08 18:53,2022-11-08 17:53,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,NI,401.0,NI401,landed,140,29.0,,29.0,,1667936100,1667927700,1667929980.0,1667929980.0,Marseille Provence Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:04,1667937840.0,2022-11-08 20:04,2022-11-08 20:04,1667937840.0,2022-11-08 20:04
224,NI,PGA,NI499,PGA499,499,TLS,LFBO,,,2022-11-08 18:20,2022-11-08 17:20,2022-11-08 18:50,2022-11-08 17:50,2022-11-08 19:24,2022-11-08 18:24,LIS,LPPT,1,,,2022-11-08 19:15,2022-11-08 19:15,,,,landed,115,57.0,30.0,57.0,,1667934900,1667928000,1667929800.0,1667931840.0,Toulouse-Blagnac Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:12,1667938320.0,2022-11-08 20:12,2022-11-08 20:12,1667938320.0,2022-11-08 20:12
225,TP,TAP,TP499,TAP499,499,TLS,LFBO,,,2022-11-08 18:20,2022-11-08 17:20,2022-11-08 18:50,2022-11-08 17:50,2022-11-08 19:24,2022-11-08 18:24,LIS,LPPT,1,,,2022-11-08 19:15,2022-11-08 19:15,NI,499.0,NI499,landed,115,57.0,30.0,57.0,,1667934900,1667928000,1667929800.0,1667931840.0,Toulouse-Blagnac Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:12,1667938320.0,2022-11-08 20:12,2022-11-08 20:12,1667938320.0,2022-11-08 20:12
226,A3,AEE,A31797,AEE1797,1797,MXP,LIMC,1,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:33,2022-11-08 17:33,2022-11-08 18:33,2022-11-08 17:33,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,NI,829.0,NI829,landed,170,38.0,,38.0,,1667936100,1667925900,1667928780.0,1667928780.0,Milano Malpensa Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:13,1667938380.0,2022-11-08 20:13,2022-11-08 20:13,1667938380.0,2022-11-08 20:13
227,AD,AZU,AD7356,AZU7356,7356,VCE,LIPZ,,,2022-11-08 17:40,2022-11-08 16:40,2022-11-08 18:00,2022-11-08 17:00,2022-11-08 18:08,2022-11-08 17:08,LIS,LPPT,1,,,2022-11-08 19:50,2022-11-08 19:50,TP,863.0,TP863,landed,190,23.0,20.0,23.0,,1667937000,1667925600,1667926800.0,1667927280.0,Venice Marco Polo Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:13,1667938380.0,2022-11-08 20:13,2022-11-08 20:13,1667938380.0,2022-11-08 20:13
228,AD,AZU,AD7480,AZU7480,7480,MXP,LIMC,1,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:33,2022-11-08 17:33,2022-11-08 18:33,2022-11-08 17:33,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,NI,829.0,NI829,landed,170,38.0,,38.0,,1667936100,1667925900,1667928780.0,1667928780.0,Milano Malpensa Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:13,1667938380.0,2022-11-08 20:13,2022-11-08 20:13,1667938380.0,2022-11-08 20:13
229,AZ,ITY,AZ7522,ITY7522,7522,VCE,LIPZ,,,2022-11-08 17:40,2022-11-08 16:40,2022-11-08 18:00,2022-11-08 17:00,2022-11-08 18:08,2022-11-08 17:08,LIS,LPPT,1,,,2022-11-08 19:50,2022-11-08 19:50,TP,863.0,TP863,landed,190,23.0,20.0,23.0,,1667937000,1667925600,1667926800.0,1667927280.0,Venice Marco Polo Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:13,1667938380.0,2022-11-08 20:13,2022-11-08 20:13,1667938380.0,2022-11-08 20:13
230,AZ,ITY,AZ7752,ITY7752,7752,MXP,LIMC,1,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:33,2022-11-08 17:33,2022-11-08 18:33,2022-11-08 17:33,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,NI,829.0,NI829,landed,170,38.0,,38.0,,1667936100,1667925900,1667928780.0,1667928780.0,Milano Malpensa Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:13,1667938380.0,2022-11-08 20:13,2022-11-08 20:13,1667938380.0,2022-11-08 20:13
231,BT,BTI,BT5366,BTI5366,5366,MXP,LIMC,1,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:33,2022-11-08 17:33,2022-11-08 18:33,2022-11-08 17:33,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,NI,829.0,NI829,landed,170,38.0,,38.0,,1667936100,1667925900,1667928780.0,1667928780.0,Milano Malpensa Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:13,1667938380.0,2022-11-08 20:13,2022-11-08 20:13,1667938380.0,2022-11-08 20:13
232,MS,MSR,MS9431,MSR9431,9431,MXP,LIMC,1,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:33,2022-11-08 17:33,2022-11-08 18:33,2022-11-08 17:33,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,NI,829.0,NI829,landed,170,38.0,,38.0,,1667936100,1667925900,1667928780.0,1667928780.0,Milano Malpensa Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:13,1667938380.0,2022-11-08 20:13,2022-11-08 20:13,1667938380.0,2022-11-08 20:13
233,NI,PGA,NI829,PGA829,829,MXP,LIMC,1,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:33,2022-11-08 17:33,2022-11-08 18:33,2022-11-08 17:33,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,,,,landed,170,38.0,,38.0,,1667936100,1667925900,1667928780.0,1667928780.0,Milano Malpensa Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:13,1667938380.0,2022-11-08 20:13,2022-11-08 20:13,1667938380.0,2022-11-08 20:13
234,S4,RZO,S48236,RZO8236,8236,MXP,LIMC,1,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:33,2022-11-08 17:33,2022-11-08 18:33,2022-11-08 17:33,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,NI,829.0,NI829,landed,170,38.0,,38.0,,1667936100,1667925900,1667928780.0,1667928780.0,Milano Malpensa Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:13,1667938380.0,2022-11-08 20:13,2022-11-08 20:13,1667938380.0,2022-11-08 20:13
235,TP,TAP,TP829,TAP829,829,MXP,LIMC,1,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:33,2022-11-08 17:33,2022-11-08 18:33,2022-11-08 17:33,LIS,LPPT,1,,,2022-11-08 19:35,2022-11-08 19:35,NI,829.0,NI829,landed,170,38.0,,38.0,,1667936100,1667925900,1667928780.0,1667928780.0,Milano Malpensa Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:13,1667938380.0,2022-11-08 20:13,2022-11-08 20:13,1667938380.0,2022-11-08 20:13
236,TP,TAP,TP863,TAP863,863,VCE,LIPZ,,,2022-11-08 17:40,2022-11-08 16:40,2022-11-08 18:00,2022-11-08 17:00,2022-11-08 18:08,2022-11-08 17:08,LIS,LPPT,1,,,2022-11-08 19:50,2022-11-08 19:50,,,,landed,190,23.0,20.0,23.0,,1667937000,1667925600,1667926800.0,1667927280.0,Venice Marco Polo Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:13,1667938380.0,2022-11-08 20:13,2022-11-08 20:13,1667938380.0,2022-11-08 20:13
237,A3,AEE,A31729,AEE1729,1729,BCN,LEBL,1,C72,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 19:24,2022-11-08 18:24,2022-11-08 19:24,2022-11-08 18:24,LIS,LPPT,1,,,2022-11-08 18:55,2022-11-08 18:55,TP,1047.0,TP1047,landed,120,85.0,89.0,85.0,,1667933700,1667926500,1667931840.0,1667931840.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:20,1667938800.0,2022-11-08 20:20,2022-11-08 20:20,1667938800.0,2022-11-08 20:20
238,AD,AZU,AD7212,AZU7212,7212,BCN,LEBL,1,C72,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 19:24,2022-11-08 18:24,2022-11-08 19:24,2022-11-08 18:24,LIS,LPPT,1,,,2022-11-08 18:55,2022-11-08 18:55,TP,1047.0,TP1047,landed,120,85.0,89.0,85.0,,1667933700,1667926500,1667931840.0,1667931840.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:20,1667938800.0,2022-11-08 20:20,2022-11-08 20:20,1667938800.0,2022-11-08 20:20
239,EK,UAE,EK4863,UAE4863,4863,BCN,LEBL,1,C72,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 19:24,2022-11-08 18:24,2022-11-08 19:24,2022-11-08 18:24,LIS,LPPT,1,,,2022-11-08 18:55,2022-11-08 18:55,TP,1047.0,TP1047,landed,120,85.0,89.0,85.0,,1667933700,1667926500,1667931840.0,1667931840.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:20,1667938800.0,2022-11-08 20:20,2022-11-08 20:20,1667938800.0,2022-11-08 20:20
240,LY,ELY,LY9015,ELY9015,9015,BCN,LEBL,1,C72,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 19:24,2022-11-08 18:24,2022-11-08 19:24,2022-11-08 18:24,LIS,LPPT,1,,,2022-11-08 18:55,2022-11-08 18:55,TP,1047.0,TP1047,landed,120,85.0,89.0,85.0,,1667933700,1667926500,1667931840.0,1667931840.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:20,1667938800.0,2022-11-08 20:20,2022-11-08 20:20,1667938800.0,2022-11-08 20:20
241,S4,RZO,S48043,RZO8043,8043,BCN,LEBL,1,C72,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 19:24,2022-11-08 18:24,2022-11-08 19:24,2022-11-08 18:24,LIS,LPPT,1,,,2022-11-08 18:55,2022-11-08 18:55,TP,1047.0,TP1047,landed,120,85.0,89.0,85.0,,1667933700,1667926500,1667931840.0,1667931840.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:20,1667938800.0,2022-11-08 20:20,2022-11-08 20:20,1667938800.0,2022-11-08 20:20
242,TP,TAP,TP1047,TAP1047,1047,BCN,LEBL,1,C72,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 19:24,2022-11-08 18:24,2022-11-08 19:24,2022-11-08 18:24,LIS,LPPT,1,,,2022-11-08 18:55,2022-11-08 18:55,,,,landed,120,85.0,89.0,85.0,,1667933700,1667926500,1667931840.0,1667931840.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:20,1667938800.0,2022-11-08 20:20,2022-11-08 20:20,1667938800.0,2022-11-08 20:20
243,TP,TAP,TP288,TAP288,288,LAD,FNLU,,,2022-11-08 09:35,2022-11-08 08:35,2022-11-08 11:21,2022-11-08 10:21,2022-11-08 11:21,2022-11-08 10:21,LIS,LPPT,1,,,2022-11-08 16:30,2022-11-08 16:30,,,,landed,475,234.0,,234.0,,1667925000,1667896500,1667902860.0,1667902860.0,Quatro de Fevereiro Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:24,1667939040.0,2022-11-08 20:24,2022-11-08 20:24,1667939040.0,2022-11-08 20:24
244,AD,AZU,AD7234,AZU7234,7234,AMS,EHAM,,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:31,2022-11-08 17:31,2022-11-08 18:31,2022-11-08 17:31,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,TP,671.0,TP671,landed,180,43.0,,43.0,,1667936700,1667925900,1667928660.0,1667928660.0,Amsterdam Airport Schiphol,Lisbon Humberto Delgado Airport,2022-11-08 20:28,1667939280.0,2022-11-08 20:28,2022-11-08 20:28,1667939280.0,2022-11-08 20:28
245,MS,MSR,MS9427,MSR9427,9427,AMS,EHAM,,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:31,2022-11-08 17:31,2022-11-08 18:31,2022-11-08 17:31,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,TP,671.0,TP671,landed,180,43.0,,43.0,,1667936700,1667925900,1667928660.0,1667928660.0,Amsterdam Airport Schiphol,Lisbon Humberto Delgado Airport,2022-11-08 20:28,1667939280.0,2022-11-08 20:28,2022-11-08 20:28,1667939280.0,2022-11-08 20:28
246,S4,RZO,S48631,RZO8631,8631,AMS,EHAM,,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:31,2022-11-08 17:31,2022-11-08 18:31,2022-11-08 17:31,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,TP,671.0,TP671,landed,180,43.0,,43.0,,1667936700,1667925900,1667928660.0,1667928660.0,Amsterdam Airport Schiphol,Lisbon Humberto Delgado Airport,2022-11-08 20:28,1667939280.0,2022-11-08 20:28,2022-11-08 20:28,1667939280.0,2022-11-08 20:28
247,TP,TAP,TP671,TAP671,671,AMS,EHAM,,,2022-11-08 17:45,2022-11-08 16:45,2022-11-08 18:31,2022-11-08 17:31,2022-11-08 18:31,2022-11-08 17:31,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,,,,landed,180,43.0,,43.0,,1667936700,1667925900,1667928660.0,1667928660.0,Amsterdam Airport Schiphol,Lisbon Humberto Delgado Airport,2022-11-08 20:28,1667939280.0,2022-11-08 20:28,2022-11-08 20:28,1667939280.0,2022-11-08 20:28
